index,date,members,mean_mse,sample_mse,d_mse,climatology_mse,crps,d_mae,spread_variance,coverage90,anomaly_correlation,mean_anomaly_m2,sample_anomaly_m2,truth_anomaly_m2
528,2022-01-28 12:00:00,16,0.0018743367970222766,0.0021127753846046852,0.002415841817713076,0.003413788447824617,0.02441498651182461,0.03480061886205488,0.0002384382070122104,0.3070627748966217,0.6763759068508357,0.0012390394899023484,0.0014774777261891893,0.003413788447824617
534,2022-02-27 12:00:00,16,0.0019659586623377748,0.0021977160766232136,0.0025185163783656875,0.0033906104346847375,0.025125603767117477,0.03516771034700894,0.00023175722400033987,0.2976078689098358,0.6511185891313268,0.0011517414875283568,0.0013834986676167509,0.0033906104346847375
540,2022-03-29 12:00:00,16,0.0018842819745340479,0.0021169234826639927,0.0024278683043628927,0.0033681080800194007,0.025100400076822682,0.03512408471411188,0.0002326417130523589,0.28884074091911316,0.6673944604546928,0.001207477808047583,0.00144011943327605,0.0033681080800194007
546,2022-04-28 12:00:00,16,0.0018154259355594015,0.002034807909598119,0.002394764317868924,0.003388119046521068,0.02375170939556659,0.03417357006917343,0.00021938185694019515,0.30575400590896606,0.6824188122704009,0.0014511515192732125,0.0016705333762134075,0.003388119046521068
552,2022-05-28 12:00:00,16,0.0017518451850211767,0.0019788015598861206,0.0022644753494548506,0.003357927066083413,0.023521428508297637,0.03366729292179893,0.00022695636022762876,0.3103972375392914,0.6925213115553491,0.0014369824809581078,0.0016639388558230518,0.003357927066083413
558,2022-06-27 12:00:00,16,0.0016861132175270029,0.001905809718197024,0.0021657650421812984,0.003291809727351853,0.02243608997165958,0.03211476409291336,0.00021969663240585898,0.34003767371177673,0.6981086427325983,0.0014847304573742427,0.0017044270751427864,0.003291809727351853
564,2022-07-27 12:00:00,16,0.0016941782611622994,0.0019098738566157342,0.002201235589814004,0.0033220956208045134,0.02234013629959386,0.03259212568575154,0.00021569540516833577,0.34114688634872437,0.6994419342117852,0.0015178447485381871,0.001733540109794577,0.0033220956208045134
570,2022-08-26 12:00:00,16,0.0017251827882472425,0.001955403869918123,0.002330975834551871,0.0033401154440304225,0.02275870249122547,0.033552201353245215,0.00023022090602309683,0.33702778816223145,0.6966444320378101,0.001386959280250748,0.001617180244823106,0.0033401154440304225
576,2022-09-25 12:00:00,16,0.0016862576000051851,0.001914807802859211,0.0022674899338168317,0.003416654317063085,0.022367960750975913,0.0331534044713071,0.00022855030531523303,0.34795817732810974,0.7132192553046385,0.0015083393930767422,0.001736889830127813,0.003416654317063085
582,2022-10-25 12:00:00,16,0.001665813134773404,0.0018984787651989735,0.002187384473987354,0.003420553932057751,0.022306129810969688,0.03276006310514035,0.00023266568897483076,0.3351587951183319,0.7182508585684944,0.0015456042413689655,0.001778269871794535,0.003420553932057751
588,2022-11-24 12:00:00,16,0.0018251248548784582,0.002055796180368163,0.002372677194564199,0.003457929438453691,0.023424299192397413,0.033809828508673645,0.0002306714133135968,0.3254498243331909,0.6869579663490695,0.0015276228264584208,0.0017582941519481256,0.003457929438453691
